mese,tipo_giorno,fascia_oraria,categoria,cancellate_tot,effettuate,info_mancante,minuti_anticipo_tot,oltre_60,minuti_netti_tot,corse_osservate,in_orario,oltre_10,cancellate,in_ritardo,oltre_15,oltre_5,parzialmente_cancellate,soppresse,oltre_30,in_anticipo,minuti_ritardo_tot,ritardo_mediano,p95,ritardo_medio,p90
2024-07,weekend,tarda_mattina,EXP,0,2,0,7.0,0,26.0,2,0,1,0,1,1,1,0,0,1,1,33.0,13.0,31.0,13.0,29.0
2024-07,weekend,tarda_mattina,IC,0,209,0,422.0,7,2033.0,209,34,62,0,92,46,92,0,0,27,78,2455.0,3.0,52.54999999999998,9.965686274509803,34.80000000000007
2024-07,weekend,tarda_mattina,ICN,0,15,0,32.0,0,92.0,15,3,6,0,6,4,6,0,0,0,6,124.0,1.0,27.6,6.133333333333334,24.6
2024-07,weekend,tarda_mattina,IR,0,1,0,0.0,0,12.0,1,0,1,0,1,0,1,0,0,0,0,12.0,12.0,12.0,12.0,12.0
2024-07,weekend,tarda_mattina,MET,0,507,0,667.0,1,-221.0,507,177,5,0,16,5,16,0,0,3,279,446.0,-1.0,3.0,-0.4682203389830508,2.0
2024-07,weekend,tarda_mattina,REG,0,11922,0,11611.0,29,20318.0,11922,4993,776,0,1839,454,1839,0,0,139,4614,31929.0,0.0,12.0,1.7751179451336712,7.0
2024-07,weekend,tarda_mattina,,0,928,0,640.0,66,13424.0,928,214,320,0,502,260,502,0,0,160,196,14064.0,5.0,71.25,14.719298245614034,47.5
2024-08,infrasettimanale,mattina,EC,0,43,0,92.0,1,248.0,43,7,12,0,17,10,17,0,0,2,19,340.0,1.0,27.0,5.767441860465116,23.60000000000003
2024-08,infrasettimanale,mattina,EXP,0,1,0,3.0,0,-3.0,1,0,0,0,0,0,0,0,0,0,1,0.0,-3.0,-3.0,-3.0,-3.0
2024-08,infrasettimanale,mattina,IC,0,568,0,1019.0,22,4536.0,568,162,147,0,232,101,232,0,0,48,173,5555.0,3.0,44.69999999999993,8.0,23.40000000000004
2024-08,infrasettimanale,mattina,ICN,0,14,0,159.0,0,3.0,14,0,4,0,5,3,5,0,0,3,9,162.0,-7.5,48.85,0.2142857142857142,44.1
2024-08,infrasettimanale,mattina,IR,0,4,0,2.0,0,21.0,4,1,1,0,2,0,2,0,0,0,1,23.0,5.0,12.249999999999998,5.25,11.5
2024-08,infrasettimanale,mattina,MET,0,1115,0,1284.0,0,-406.0,1115,493,7,0,31,1,31,0,0,1,573,878.0,-1.0,3.0,-0.3701002734731085,2.0
2024-08,infrasettimanale,mattina,NCL,0,2,0,61.0,1,126.0,2,0,1,0,1,1,1,0,0,1,1,187.0,63.0,174.6,63.0,162.20000000000002
2024-08,infrasettimanale,mattina,REG,0,30849,0,34242.0,46,27725.0,30849,13830,1253,0,3453,716,3453,0,0,224,13471,61967.0,0.0,8.0,0.9015087468296809,5.0
2024-08,infrasettimanale,mattina,,0,2812,0,4878.0,52,18850.0,2812,778,698,0,1146,474,1146,0,0,204,888,23728.0,3.0,36.75,6.703413940256046,25.0
2024-08,infrasettimanale,notte,EN,0,21,0,9.0,4,541.0,21,5,7,0,12,6,12,0,0,4,4,550.0,5.0,95.0,25.761904761904763,81.0
2024-08,infrasettimanale,notte,EXP,0,4,0,4.0,0,18.0,4,1,1,0,1,1,1,0,0,0,2,22.0,1.0,15.899999999999997,4.5,13.800000000000002
2024-08,infrasettimanale,notte,IC,0,324,0,596.0,13,2673.0,324,68,87,0,133,62,133,0,0,34,123,3269.0,1.5,48.849999999999966,8.25,30.0
2024-08,infrasettimanale,notte,ICN,0,43,0,118.0,0,133.0,43,13,5,0,12,5,12,0,0,3,18,251.0,1.0,33.49999999999999,3.0930232558139537,22.600000000000072
2024-08,infrasettimanale,notte,MET,0,417,0,643.0,0,-394.0,417,149,2,0,7,0,7,0,0,0,256,249.0,-1.0,3.0,-0.9563106796116504,2.0
2024-08,infrasettimanale,notte,NCL,0,8,0,62.0,4,252.0,8,0,5,0,5,4,5,0,0,4,3,314.0,37.0,84.25,31.5,82.5
2024-08,infrasettimanale,notte,REG,0,13364,0,17619.0,17,7862.0,13364,5497,544,0,1414,313,1414,0,0,88,6416,25481.0,0.0,8.0,0.5899302168530052,5.0
2024-08,infrasettimanale,notte,,0,1258,0,2664.0,4,3638.0,1258,402,204,0,378,130,378,0,0,40,478,6302.0,1.0,24.0,2.891891891891892,15.0
2024-08,infrasettimanale,pomeriggio,DIR,0,1,0,0.0,0,1.0,1,1,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
2024-08,infrasettimanale,pomeriggio,EC,0,154,0,171.0,1,1341.0,154,41,48,0,70,37,70,0,0,17,42,1512.0,4.0,33.20000000000002,8.764705882352942,30.80000000000001
2024-08,infrasettimanale,pomeriggio,EN,0,13,0,0.0,3,801.0,13,0,13,0,13,12,13,0,0,11,0,801.0,53.0,135.19999999999987,61.61538461538461,96.6
2024-08,infrasettimanale,pomeriggio,EXP,0,9,0,3.0,0,29.0,9,5,2,0,2,0,2,0,0,0,2,32.0,3.0,10.6,3.2222222222222223,10.2
2024-08,infrasettimanale,pomeriggio,IC,0,444,0,277.0,25,6742.0,444,88,193,0,268,150,268,0,0,68,85,7019.0,7.0,64.0,15.287981859410433,42.0
2024-08,infrasettimanale,pomeriggio,MET,0,1323,0,1462.0,0,-196.0,1323,558,24,0,56,14,56,0,0,2,697,1266.0,-1.0,4.0,-0.1495041952707856,2.0
2024-08,infrasettimanale,pomeriggio,REG,0,37029,0,38820.0,89,57148.0,37029,16417,2179,0,5319,1278,5319,0,0,433,15155,95968.0,0.0,11.0,1.5491041175354423,6.0
2024-08,infrasettimanale,pomeriggio,,0,2548,0,3564.0,72,24122.0,2548,666,806,0,1200,552,1200,0,0,248,682,27686.0,4.0,46.0,9.467032967032967,29.0
2024-08,infrasettimanale,sera,EC,0,64,0,31.0,5,848.0,64,12,22,0,36,17,36,0,0,10,13,879.0,6.0,64.0,13.901639344262296,40.0
2024-08,infrasettimanale,sera,EN,0,2,0,0.0,0,21.0,2,1,1,0,1,1,1,0,0,0,0,21.0,10.5,17.25,10.5,16.5
2024-08,infrasettimanale,sera,EXP,0,7,0,66.0,0,-32.0,7,0,1,0,1,1,1,0,0,1,6,34.0,-5.0,23.49999999999997,-4.571428571428571,13.000000000000012
2024-08,infrasettimanale,sera,IC,0,308,0,528.0,23,5330.0,308,58,106,0,144,80,144,0,0,43,106,5858.0,4.0,89.0,17.305194805194805,43.900000000000034
2024-08,infrasettimanale,sera,ICN,0,210,0,606.0,4,1069.0,210,53,47,0,69,37,69,0,0,17,88,1675.0,0.0,44.54999999999998,5.09047619047619,26.099999999999994
2024-08,infrasettimanale,sera,MET,0,1280,0,1320.0,0,319.0,1280,596,28,0,72,17,72,0,0,7,606,1639.0,0.0,5.0,0.2503924646781789,3.0
2024-08,infrasettimanale,sera,REG,0,30101,0,31775.0,74,55555.0,30101,12645,2133,0,5085,1249,5085,0,0,439,12255,87330.0,0.0,13.0,1.8527597131899285,7.0
2024-08,infrasettimanale,sera,,0,934,0,1842.0,6,4074.0,934,212,190,0,348,136,348,0,0,42,370,5916.0,2.0,27.799999999999955,4.380645161290323,18.0
2024-08,infrasettimanale,tarda_mattina,EC,0,152,0,155.0,3,1325.0,152,32,48,0,70,32,70,0,0,16,50,1480.0,4.0,38.79999999999996,8.717105263157896,30.800000000000015
2024-08,infrasettimanale,tarda_mattina,EXP,0,12,0,15.0,0,90.0,12,1,4,0,8,1,8,0,0,1,3,105.0,6.5,26.04999999999998,7.5,12.800000000000002
2024-08,infrasettimanale,tarda_mattina,IC,0,558,0,943.0,20,5413.0,558,122,194,0,257,130,257,0,0,59,177,6356.0,3.0,53.0,9.735611510791369,30.5
2024-08,infrasettimanale,tarda_mattina,ICN,0,43,0,87.0,1,214.0,43,12,11,0,15,8,15,0,0,2,16,301.0,1.0,18.0,4.976744186046512,16.800000000000004
2024-08,infrasettimanale,tarda_mattina,MET,0,1535,0,2136.0,0,-961.0,1535,576,16,0,38,8,38,0,0,3,916,1175.0,-1.0,3.0,-0.6281045751633987,2.0
2024-08,infrasettimanale,tarda_mattina,REG,0,38264,0,42229.0,38,33701.0,38264,17008,1646,0,4384,920,4384,0,0,219,16787,75930.0,0.0,8.0,0.8827103905288247,5.0
2024-08,infrasettimanale,tarda_mattina,,0,2552,0,2884.0,82,26356.0,2552,710,794,0,1192,584,1192,0,0,278,648,29240.0,4.0,51.0,10.335686274509804,31.600000000000136
2024-08,weekend,mattina,EC,0,16,0,22.0,0,76.0,16,5,4,0,5,3,5,0,0,1,6,98.0,1.0,22.5,4.75,15.5
2024-08,weekend,mattina,EXP,0,3,0,12.0,0,15.0,3,0,1,0,2,1,2,0,0,0,1,27.0,6.0,19.5,5.0,18.0
2024-08,weekend,mattina,IC,0,215,0,352.0,17,3263.0,215,60,70,0,98,53,98,0,0,33,57,3615.0,4.0,72.19999999999993,15.17674418604651,47.99999999999997
2024-08,weekend,mattina,ICN,0,4,0,23.0,0,61.0,4,0,3,0,3,3,3,0,0,1,1,84.0,19.0,42.39999999999999,15.25,38.8
2024-08,weekend,mattina,MET,0,425,0,437.0,0,16.0,425,184,7,0,22,3,22,0,0,0,211,453.0,-1.0,5.0,0.038369304556354906,3.0
2024-08,weekend,mattina,REG,0,9722,0,11639.0,33,9000.0,9722,4156,425,0,1069,258,1069,0,0,98,4464,20639.0,0.0,8.0,0.928888430178553,5.0
2024-08,weekend,mattina,,0,1122,0,1860.0,36,9928.0,1122,276,326,0,484,226,484,0,0,100,358,11788.0,3.0,48.30000000000007,8.880143112701253,26.19999999999999
2024-08,weekend,notte,EN,0,9,0,0.0,0,67.0,9,4,2,0,5,2,5,0,0,0,0,67.0,6.0,18.2,7.444444444444445,17.4
2024-08,weekend,notte,IC,0,142,0,288.0,10,1607.0,142,29,41,0,57,28,57,0,0,20,56,1895.0,2.0,75.74999999999994,11.316901408450704,46.80000000000001
2024-08,weekend,notte,ICN,0,17,0,78.0,3,267.0,17,6,3,0,4,3,4,0,0,3,7,345.0,3.0,107.99999999999996,15.705882352941176,79.00000000000001
2024-08,weekend,notte,MET,0,146,0,255.0,0,-190.0,146,52,0,0,1,0,1,0,0,0,93,65.0,-1.0,2.0,-1.3013698630136987,1.5
2024-08,weekend,notte,NCL,0,4,0,0.0,1,192.0,4,0,3,0,4,3,4,0,0,2,0,192.0,39.0,101.34999999999998,48.0,93.70000000000002
2024-08,weekend,notte,REG,0,4275,0,5975.0,9,2472.0,4275,1714,154,0,458,93,458,0,0,41,2092,8447.0,0.0,8.0,0.5797373358348968,5.0
2024-08,weekend,notte,,0,428,0,1068.0,8,2154.0,428,122,64,0,124,44,124,0,0,24,182,3222.0,1.0,36.099999999999966,5.032710280373833,14.700000000000015
2024-08,weekend,pomeriggio,EC,0,61,0,90.0,5,757.0,61,15,18,0,20,12,20,0,0,9,26,847.0,1.0,75.0,12.40983606557377,38.0
2024-08,weekend,pomeriggio,EN,0,6,0,0.0,2,391.0,6,0,6,0,6,6,6,0,0,6,0,391.0,56.0,104.25,65.16666666666667,89.5
2024-08,weekend,pomeriggio,EXP,0,1,0,0.0,1,165.0,1,0,1,0,1,1,1,0,0,1,0,165.0,165.0,165.0,165.0,165.0
2024-08,weekend,pomeriggio,IC,0,186,0,159.0,7,2674.0,186,41,82,0,111,64,111,0,0,26,33,2833.0,8.0,49.79999999999998,14.454054054054058,37.0
2024-08,weekend,pomeriggio,IR,0,5,0,3.0,1,119.0,5,0,3,0,4,3,4,0,0,1,1,122.0,21.0,58.6,23.8,51.2
2024-08,weekend,pomeriggio,MET,0,492,0,715.0,1,-285.0,492,179,4,0,23,1,23,0,0,1,288,430.0,-1.0,4.0,-0.5816326530612245,2.0
2024-08,weekend,pomeriggio,REG,0,12078,0,13325.0,54,21640.0,12078,5136,822,0,1801,519,1801,0,0,200,5098,34965.0,0.0,13.0,1.7980889073535522,7.0
2024-08,weekend,pomeriggio,,0,1012,0,1328.0,54,11660.0,1012,272,310,0,432,214,432,0,0,120,306,12988.0,3.0,65.59999999999991,11.544554455445544,34.0
2024-08,weekend,sera,EC,0,25,0,20.0,2,375.0,25,4,7,0,14,3,14,0,0,3,7,395.0,5.0,71.5999999999999,15.0,30.80000000000004
2024-08,weekend,sera,EXP,0,12,0,64.0,0,-19.0,12,3,0,0,5,0,5,0,0,0,4,45.0,2.5,9.0,-1.5833333333333333,8.9
2024-08,weekend,sera,IC,0,108,0,149.0,8,1444.0,108,19,39,0,55,27,55,0,0,12,34,1593.0,5.0,69.09999999999988,13.37037037037037,41.89999999999996
2024-08,weekend,sera,ICN,0,104,0,316.0,4,442.0,104,21,20,0,31,11,31,0,0,6,52,758.0,-0.5,31.799999999999955,4.25,14.700000000000005
2024-08,weekend,sera,MET,0,434,0,536.0,0,-150.0,434,180,3,0,19,3,19,0,0,1,232,386.0,-1.0,4.0,-0.3480278422273782,2.0
2024-08,weekend,sera,REG,0,10194,0,11278.0,29,16188.0,10194,4267,671,0,1542,405,1542,0,0,134,4340,27466.0,0.0,12.0,1.5950339934968962,7.0
2024-08,weekend,sera,,0,394,0,1042.0,8,1668.0,394,74,78,0,128,44,128,0,0,18,190,2710.0,0.0,27.25,4.255102040816326,15.0
2024-08,weekend,tarda_mattina,EC,0,72,0,86.0,1,354.0,72,19,13,0,28,9,28,0,0,3,25,440.0,1.0,22.35000000000001,4.916666666666667,15.899999999999999
2024-08,weekend,tarda_mattina,EXP,0,2,0,0.0,0,28.0,2,0,1,0,2,1,2,0,0,0,0,28.0,14.0,19.4,14.0,18.8
2024-08,weekend,tarda_mattina,IC,0,243,0,413.0,16,3174.0,243,59,70,0,103,61,103,0,0,37,81,3587.0,2.0,68.79999999999995,13.061728395061728,44.400000000000034
2024-08,weekend,tarda_mattina,ICN,0,18,0,36.0,0,63.0,18,4,4,0,5,4,5,0,0,0,9,99.0,-0.5,22.45,3.5,19.9
2024-08,weekend,tarda_mattina,IR,0,1,0,0.0,1,81.0,1,0,1,0,1,1,1,0,0,1,0,81.0,81.0,81.0,81.0,81.0
2024-08,weekend,tarda_mattina,MET,0,607,0,894.0,0,-435.0,607,222,7,0,22,3,22,0,0,1,356,459.0,-1.0,4.0,-0.725,2.0
2024-08,weekend,tarda_mattina,NCL,0,2,0,36.0,0,-36.0,2,0,0,0,0,0,0,0,0,0,2,0.0,-18.0,-15.3,-18.0,-15.6
2024-08,weekend,tarda_mattina,REG,0,13471,0,14948.0,43,17624.0,13471,5873,743,0,1748,413,1748,0,0,149,5806,32572.0,0.0,10.0,1.3125791316005064,6.0
2024-08,weekend,tarda_mattina,,0,978,0,1120.0,70,14658.0,978,250,358,0,470,276,470,0,0,170,258,15778.0,4.0,69.19999999999993,14.987730061349692,49.19999999999999
2024-09,infrasettimanale,mattina,EC,0,93,0,177.0,4,794.0,93,14,28,0,40,20,40,0,0,9,38,971.0,2.0,50.900000000000006,8.630434782608695,23.80000000000001
2024-09,infrasettimanale,mattina,EN,0,1,0,16.0,0,-16.0,1,0,0,0,0,0,0,0,0,0,1,0.0,-16.0,-16.0,-16.0,-16.0
2024-09,infrasettimanale,mattina,EXP,0,2,0,0.0,1,171.0,2,0,2,0,2,1,2,0,0,1,0,171.0,85.5,153.45,85.5,145.9
2024-09,infrasettimanale,mattina,IC,0,570,0,696.0,21,6119.0,570,174,183,0,287,129,287,0,0,72,109,6815.0,5.0,52.54999999999996,10.735087719298246,35.10000000000002
2024-09,infrasettimanale,mattina,ICN,0,2,0,23.0,0,-13.0,2,0,1,0,1,0,1,0,0,0,1,10.0,-6.5,8.349999999999998,-6.5,6.699999999999999
2024-09,infrasettimanale,mattina,MET,0,927,0,857.0,1,666.0,927,453,27,0,77,14,77,0,0,4,387,1523.0,0.0,6.0,0.7262813522355507,4.0
2024-09,infrasettimanale,mattina,NCL,0,4,0,44.0,0,-44.0,4,0,0,0,0,0,0,0,0,0,4,0.0,-6.5,-5.15,-11.0,-5.3
2024-09,infrasettimanale,mattina,REG,0,34503,0,28154.0,140,95432.0,34503,15469,3001,0,7473,1716,7473,0,0,576,11321,123586.0,1.0,15.0,2.7852785803928435,9.0
2024-09,infrasettimanale,mattina,,0,3222,0,1702.0,142,43464.0,3222,838,1260,0,1866,912,1866,0,0,402,514,45166.0,6.0,55.59999999999992,13.506525792417651,34.0
2024-09,infrasettimanale,notte,EC,0,3,0,0.0,1,208.0,3,0,1,0,3,1,3,0,0,1,0,208.0,7.0,176.19999999999996,69.33333333333333,157.4
2024-09,infrasettimanale,notte,EN,0,27,0,52.0,8,1346.0,27,2,17,0,17,15,17,0,0,13,8,1398.0,29.0,181.9,49.851851851851855,154.20000000000002
2024-09,infrasettimanale,notte,IC,0,263,0,393.0,7,2302.0,263,69,75,0,121,44,121,0,0,17,71,2695.0,4.0,32.0,8.81992337164751,23.0
2024-09,infrasettimanale,notte,ICN,0,23,0,55.0,0,82.0,23,6,5,0,9,2,9,0,0,1,8,137.0,2.0,25.69999999999998,3.5652173913043477,13.6
2024-09,infrasettimanale,notte,MET,0,326,0,474.0,1,-154.0,326,123,4,0,13,3,13,0,0,2,188,320.0,-1.0,4.0,-0.4753086419753086,2.0
2024-09,infrasettimanale,notte,NCL,0,1,0,0.0,1,110.0,1,0,1,0,1,1,1,0,0,1,0,110.0,110.0,110.0,110.0,110.0
2024-09,infrasettimanale,notte,REG,0,14132,0,15094.0,42,23980.0,14132,6063,895,0,2220,544,2220,0,0,181,5776,39074.0,0.0,12.0,1.7056689664983284,6.0
2024-09,infrasettimanale,notte,,0,1066,0,920.0,36,10322.0,1066,298,304,0,482,216,482,0,0,118,282,11242.0,3.0,44.0,9.71939736346516,32.0
2024-09,infrasettimanale,pomeriggio,EC,0,179,0,144.0,10,2458.0,179,27,80,0,100,56,100,0,0,26,50,2602.0,7.0,66.59999999999997,13.887005649717516,41.0
2024-09,infrasettimanale,pomeriggio,EN,0,20,0,24.0,1,263.0,20,1,8,0,18,6,18,0,0,2,1,287.0,7.0,39.35000000000002,13.15,29.900000000000013
2024-09,infrasettimanale,pomeriggio,EXP,0,7,0,33.0,0,-27.0,7,3,0,0,0,0,0,0,0,0,4,6.0,-2.0,3.099999999999998,-3.857142857142857,2.200000000000001
2024-09,infrasettimanale,pomeriggio,IC,0,467,0,300.0,12,6268.0,467,98,214,0,288,155,288,0,0,67,80,6568.0,8.0,51.0,13.450643776824034,39.0
2024-09,infrasettimanale,pomeriggio,ICN,0,14,0,41.0,0,7.0,14,1,2,0,4,1,4,0,0,0,9,48.0,-4.0,13.449999999999998,0.5,10.400000000000002
2024-09,infrasettimanale,pomeriggio,IR,0,3,0,0.0,1,96.0,3,1,2,0,2,2,2,0,0,1,0,96.0,21.0,66.0,32.0,61.0
2024-09,infrasettimanale,pomeriggio,MET,0,1131,0,1014.0,0,393.0,1131,543,23,0,81,11,81,0,0,2,505,1407.0,0.0,6.0,0.3480956598759964,4.0
2024-09,infrasettimanale,pomeriggio,REG,0,41846,0,34235.0,165,114775.0,41846,18535,3660,0,9036,2151,9036,0,0,685,13978,149010.0,1.0,15.0,2.7624010204818408,9.0
2024-09,infrasettimanale,pomeriggio,,0,2824,0,1314.0,72,35124.0,2824,698,1178,0,1720,834,1720,0,0,358,406,36438.0,7.0,47.0,12.437677053824364,34.0
2024-09,infrasettimanale,sera,EC,0,104,0,30.0,11,2262.0,104,16,61,0,74,49,74,0,0,28,12,2292.0,13.5,75.74999999999994,22.176470588235297,64.10000000000011
2024-09,infrasettimanale,sera,EN,0,1,0,0.0,0,18.0,1,0,1,0,1,1,1,0,0,0,0,18.0,18.0,18.0,18.0,18.0
2024-09,infrasettimanale,sera,EXP,0,1,0,0.0,0,54.0,1,0,1,0,1,1,1,0,0,1,0,54.0,54.0,54.0,54.0,54.0
2024-09,infrasettimanale,sera,IC,0,276,0,508.0,18,3917.0,276,59,102,0,138,68,138,0,0,32,79,4425.0,4.5,77.0,14.192028985507246,36.0
2024-09,infrasettimanale,sera,ICN,0,201,0,398.0,17,2639.0,201,53,63,0,83,48,83,0,0,30,65,3037.0,2.0,88.0,13.129353233830846,43.0
2024-09,infrasettimanale,sera,IR,0,2,0,0.0,0,59.0,2,0,2,0,2,2,2,0,0,1,0,59.0,29.5,41.65,29.5,40.3
2024-09,infrasettimanale,sera,MET,0,1090,0,899.0,0,558.0,1090,541,23,0,94,5,94,0,0,0,452,1457.0,0.0,6.0,0.5133394664213431,4.0
2024-09,infrasettimanale,sera,REG,0,33661,0,29302.0,148,107692.0,33661,13976,3660,0,8316,2141,8316,0,0,702,11193,136994.0,1.0,17.0,3.2161266238614306,10.0
2024-09,infrasettimanale,sera,,0,1132,0,1458.0,12,8428.0,1132,258,356,0,548,220,548,0,0,62,326,9886.0,4.0,30.0,7.445229681978798,22.0
2024-09,infrasettimanale,tarda_mattina,EC,0,189,0,194.0,8,2168.0,189,36,70,0,96,53,96,0,0,20,55,2362.0,5.0,50.69999999999999,11.593582887700537,30.400000000000013
2024-09,infrasettimanale,tarda_mattina,EXP,0,7,0,0.0,0,75.0,7,2,3,0,5,2,5,0,0,0,0,75.0,9.0,21.4,10.714285714285714,20.8
2024-09,infrasettimanale,tarda_mattina,IC,0,466,0,860.0,13,4236.0,466,108,136,0,209,100,209,0,0,50,149,5096.0,3.0,53.5,9.090128755364807,32.0
2024-09,infrasettimanale,tarda_mattina,ICN,0,38,0,103.0,1,124.0,38,12,6,0,9,6,9,0,0,3,17,227.0,0.0,30.3,3.263157894736842,18.300000000000004
2024-09,infrasettimanale,tarda_mattina,IR,0,1,0,0.0,0,25.0,1,0,1,0,1,1,1,0,0,0,0,25.0,25.0,25.0,25.0,25.0
2024-09,infrasettimanale,tarda_mattina,MET,0,1296,0,1360.0,1,319.0,1296,595,25,0,82,15,82,0,0,4,612,1679.0,0.0,5.0,0.24747866563227303,3.0
2024-09,infrasettimanale,tarda_mattina,NCL,0,4,0,250.0,0,-250.0,4,0,0,0,0,0,0,0,0,0,4,0.0,-65.0,-50.400000000000006,-62.5,-52.8
2024-09,infrasettimanale,tarda_mattina,REG,0,42509,0,38010.0,155,94629.0,42509,18962,3061,0,7753,1758,7753,0,0,601,15509,132639.0,1.0,13.0,2.2411187949981053,7.0
2024-09,infrasettimanale,tarda_mattina,,0,2902,0,1234.0,140,42972.0,2902,772,1204,0,1732,908,1732,0,0,476,396,44206.0,7.0,59.0,14.817931034482761,41.100000000000136
2024-09,weekend,mattina,EC,0,32,0,121.0,0,26.0,32,5,8,0,9,5,9,0,0,0,18,147.0,-3.5,18.45,0.8125,16.900000000000002
2024-09,weekend,mattina,EN,0,1,0,0.0,0,12.0,1,0,1,0,1,0,1,0,0,0,0,12.0,12.0,12.0,12.0,12.0
2024-09,weekend,mattina,EXP,0,5,0,0.0,0,40.0,5,3,2,0,2,2,2,0,0,0,0,40.0,3.0,19.2,8.0,18.4
2024-09,weekend,mattina,IC,0,222,0,361.0,8,1535.0,222,71,49,0,81,34,81,0,0,17,70,1896.0,2.0,40.79999999999996,6.914414414414415,21.90000000000001
2024-09,weekend,mattina,ICN,0,3,0,39.0,0,-39.0,3,0,0,0,0,0,0,0,0,0,3,0.0,-13.0,-2.200000000000001,-13.0,-3.3999999999999986
2024-09,weekend,mattina,MET,0,334,0,403.0,0,-163.0,334,135,1,0,9,1,9,0,0,0,180,240.0,-1.0,3.0,-0.5030864197530864,2.0
2024-09,weekend,mattina,NCL,0,2,0,0.0,2,186.0,2,0,2,0,2,2,2,0,0,2,0,186.0,93.0,108.3,93.0,106.6
2024-09,weekend,mattina,REG,0,9599,0,10189.0,22,10714.0,9599,4124,409,0,1195,245,1195,0,0,87,3954,20903.0,0.0,8.0,1.1553973902728352,5.0
2024-09,weekend,mattina,,0,1192,0,1098.0,46,12468.0,1192,304,376,0,580,254,580,0,0,106,302,13566.0,4.0,50.19999999999993,10.51264755480607,26.0
2024-09,weekend,notte,EC,0,2,0,0.0,0,8.0,2,1,0,0,1,0,1,0,0,0,0,8.0,4.0,5.8,4.0,5.6
2024-09,weekend,notte,EN,0,11,0,9.0,1,269.0,11,2,6,0,8,4,8,0,0,2,1,278.0,10.0,102.5,24.454545454545453,32.0
2024-09,weekend,notte,EXP,0,2,0,39.0,0,8.0,2,0,1,0,1,1,1,0,0,1,1,47.0,4.0,42.7,4.0,38.400000000000006
2024-09,weekend,notte,IC,0,113,0,256.0,3,595.0,113,31,23,0,33,15,33,0,0,8,48,851.0,1.0,30.44999999999999,5.3125,25.40000000000004
2024-09,weekend,notte,ICN,0,14,0,87.0,1,60.0,14,1,3,0,4,3,4,0,0,2,9,147.0,-3.0,51.14999999999999,4.285714285714286,37.40000000000001
2024-09,weekend,notte,MET,0,113,0,172.0,0,-137.0,113,33,0,0,1,0,1,0,0,0,75,35.0,-1.0,2.0,-1.256880733944954,1.0
2024-09,weekend,notte,NCL,0,3,0,0.0,2,326.0,3,0,2,0,2,2,2,0,0,2,0,326.0,163.0,166.6,163.0,166.2
2024-09,weekend,notte,REG,0,4179,0,4750.0,7,4170.0,4179,1771,186,0,510,106,510,0,0,33,1785,8920.0,0.0,9.0,1.0255779636005902,5.0
2024-09,weekend,notte,,0,324,0,452.0,24,4222.0,324,90,84,0,124,70,124,0,0,48,110,4674.0,2.0,78.84999999999997,13.030864197530864,37.0
2024-09,weekend,pomeriggio,EC,0,74,0,65.0,2,750.0,74,17,28,0,37,21,37,0,0,6,20,815.0,4.5,36.099999999999966,10.135135135135137,26.40000000000001
2024-09,weekend,pomeriggio,EN,0,8,0,1.0,0,140.0,8,1,4,0,6,3,6,0,0,2,1,141.0,9.5,45.39999999999999,17.5,39.8
2024-09,weekend,pomeriggio,IC,0,202,0,298.0,2,1428.0,202,45,55,0,91,40,91,0,0,18,66,1726.0,3.0,36.0,7.069306930693069,24.0
2024-09,weekend,pomeriggio,ICN,0,7,0,17.0,0,-17.0,7,0,0,0,0,0,0,0,0,0,7,0.0,-2.0,-1.0,-2.4285714285714284,-1.0
2024-09,weekend,pomeriggio,IR,0,1,0,0.0,0,2.0,1,1,0,0,0,0,0,0,0,0,0,2.0,2.0,2.0,2.0,2.0
2024-09,weekend,pomeriggio,MET,0,417,0,508.0,0,-201.0,417,159,5,0,14,3,14,0,0,0,227,307.0,-1.0,4.0,-0.5025,2.0
2024-09,weekend,pomeriggio,REG,0,12088,0,11826.0,18,21301.0,12088,5091,837,0,2009,493,2009,0,0,144,4573,33127.0,1.0,13.0,1.8248093891887265,7.0
2024-09,weekend,pomeriggio,,0,1106,0,1020.0,26,11150.0,1106,276,378,0,542,268,542,0,0,124,276,12170.0,4.0,45.39999999999986,10.191956124314444,32.400000000000034
2024-09,weekend,sera,EC,0,47,0,36.0,0,469.0,47,8,22,0,27,14,27,0,0,5,11,505.0,7.5,37.0,10.195652173913045,32.0
2024-09,weekend,sera,EN,0,2,0,10.0,0,-4.0,2,0,0,0,1,0,1,0,0,0,1,6.0,-2.0,5.199999999999999,-2.0,4.4
2024-09,weekend,sera,EXP,0,3,0,1.0,1,77.0,3,1,1,0,1,1,1,0,0,1,1,78.0,4.0,67.0,25.666666666666668,60.0
2024-09,weekend,sera,IC,0,122,0,173.0,3,1187.0,122,28,39,0,56,29,56,0,0,14,37,1360.0,3.0,38.0,9.8099173553719,33.0
2024-09,weekend,sera,ICN,0,92,0,246.0,3,494.0,92,18,19,0,26,13,26,0,0,8,48,740.0,-1.0,48.050000000000026,5.369565217391305,25.50000000000003
2024-09,weekend,sera,IR,0,1,0,0.0,0,20.0,1,0,1,0,1,1,1,0,0,0,0,20.0,20.0,20.0,20.0,20.0
